respondent_id,dataset_title,interview_length,interview_year
421,ESS1e06_7,59.0,2002.0
422,ESS1e06_7,77.0,2002.0
423,ESS1e06_7,83.0,2002.0
424,ESS1e06_7,71.0,2002.0
425,ESS1e06_7,59.0,2002.0
426,ESS1e06_7,63.0,2002.0
427,ESS1e06_7,79.0,2002.0
428,ESS1e06_7,63.0,2002.0
429,ESS1e06_7,80.0,2002.0
430,ESS1e06_7,63.0,2002.0
431,ESS1e06_7,71.0,2002.0
432,ESS1e06_7,70.0,2002.0
433,ESS1e06_7,84.0,2002.0
434,ESS1e06_7,63.0,2002.0
435,ESS1e06_7,71.0,2002.0
436,ESS1e06_7,53.0,2002.0
437,ESS1e06_7,111.0,2002.0
438,ESS1e06_7,75.0,2002.0
439,ESS1e06_7,75.0,2002.0
440,ESS1e06_7,108.0,2002.0
441,ESS1e06_7,71.0,2002.0
442,ESS1e06_7,63.0,2002.0
443,ESS1e06_7,72.0,2002.0
444,ESS1e06_7,91.0,2002.0
445,ESS1e06_7,90.0,2002.0
446,ESS1e06_7,60.0,2002.0
447,ESS1e06_7,67.0,2002.0
448,ESS1e06_7,112.0,2002.0
449,ESS1e06_7,59.0,2002.0
450,ESS1e06_7,53.0,2002.0
451,ESS1e06_7,62.0,2002.0
452,ESS1e06_7,59.0,2002.0
453,ESS1e06_7,53.0,2002.0
454,ESS1e06_7,113.0,2002.0
455,ESS1e06_7,84.0,2002.0
456,ESS1e06_7,89.0,2002.0
457,ESS1e06_7,74.0,2002.0
458,ESS1e06_7,72.0,2002.0
459,ESS1e06_7,91.0,2002.0
460,ESS1e06_7,81.0,2002.0
461,ESS1e06_7,87.0,2002.0
462,ESS1e06_7,62.0,2002.0
463,ESS1e06_7,80.0,2002.0
464,ESS1e06_7,76.0,2002.0
465,ESS1e06_7,78.0,2002.0
466,ESS1e06_7,63.0,2002.0
467,ESS1e06_7,62.0,2002.0
468,ESS1e06_7,74.0,2002.0
469,ESS1e06_7,95.0,2002.0
470,ESS1e06_7,72.0,2002.0
471,ESS1e06_7,65.0,2002.0
472,ESS1e06_7,50.0,2002.0
473,ESS1e06_7,79.0,2002.0
474,ESS1e06_7,80.0,2002.0
475,ESS1e06_7,82.0,2002.0
476,ESS1e06_7,68.0,2002.0
477,ESS1e06_7,77.0,2002.0
478,ESS1e06_7,68.0,2002.0
479,ESS1e06_7,51.0,2002.0
480,ESS1e06_7,59.0,2002.0
481,ESS1e06_7,68.0,2002.0
482,ESS1e06_7,148.0,2002.0
483,ESS1e06_7,77.0,2002.0
484,ESS1e06_7,68.0,2002.0
485,ESS1e06_7,90.0,2002.0
486,ESS1e06_7,62.0,2002.0
487,ESS1e06_7,78.0,2002.0
488,ESS1e06_7,97.0,2003.0
489,ESS1e06_7,73.0,2002.0
490,ESS1e06_7,91.0,2002.0
491,ESS1e06_7,73.0,2002.0
492,ESS1e06_7,98.0,2002.0
493,ESS1e06_7,81.0,2002.0
494,ESS1e06_7,63.0,2002.0
495,ESS1e06_7,81.0,2002.0
496,ESS1e06_7,48.0,2002.0
497,ESS1e06_7,51.0,2002.0
498,ESS1e06_7,99.0,2002.0
499,ESS1e06_7,71.0,2002.0
500,ESS1e06_7,60.0,2002.0
501,ESS1e06_7,63.0,2002.0
502,ESS1e06_7,54.0,2002.0
503,ESS1e06_7,48.0,2002.0
504,ESS1e06_7,67.0,2002.0
505,ESS1e06_7,71.0,2002.0
506,ESS1e06_7,94.0,2002.0
507,ESS1e06_7,97.0,2002.0
508,ESS1e06_7,88.0,2002.0
509,ESS1e06_7,57.0,2002.0
510,ESS1e06_7,102.0,2002.0
511,ESS1e06_7,74.0,2002.0
512,ESS1e06_7,57.0,2002.0
513,ESS1e06_7,109.0,2002.0
514,ESS1e06_7,68.0,2002.0
515,ESS1e06_7,60.0,2002.0
516,ESS1e06_7,58.0,2002.0
517,ESS1e06_7,62.0,2002.0
518,ESS1e06_7,79.0,2002.0
519,ESS1e06_7,50.0,2002.0
520,ESS1e06_7,63.0,2002.0
521,ESS1e06_7,79.0,2002.0
522,ESS1e06_7,87.0,2002.0
523,ESS1e06_7,58.0,2002.0
524,ESS1e06_7,119.0,2002.0
525,ESS1e06_7,54.0,2002.0
526,ESS1e06_7,78.0,2002.0
527,ESS1e06_7,72.0,2002.0
528,ESS1e06_7,56.0,2002.0
529,ESS1e06_7,20.0,2002.0
530,ESS1e06_7,69.0,2002.0
531,ESS1e06_7,72.0,2002.0
532,ESS1e06_7,78.0,2002.0
533,ESS1e06_7,112.0,2002.0
534,ESS1e06_7,58.0,2002.0
535,ESS1e06_7,55.0,2002.0
536,ESS1e06_7,43.0,2002.0
537,ESS1e06_7,51.0,2002.0
538,ESS1e06_7,53.0,2002.0
539,ESS1e06_7,68.0,2002.0
540,ESS1e06_7,46.0,2002.0
541,ESS1e06_7,62.0,2002.0
542,ESS1e06_7,65.0,2002.0
543,ESS1e06_7,65.0,2002.0
544,ESS1e06_7,78.0,2002.0
545,ESS1e06_7,45.0,2002.0
546,ESS1e06_7,50.0,2003.0
547,ESS1e06_7,66.0,2002.0
548,ESS1e06_7,54.0,2002.0
549,ESS1e06_7,59.0,2002.0
550,ESS1e06_7,57.0,2002.0
551,ESS1e06_7,100.0,2002.0
552,ESS1e06_7,55.0,2002.0
553,ESS1e06_7,64.0,2002.0
554,ESS1e06_7,139.0,2002.0
555,ESS1e06_7,75.0,2002.0
556,ESS1e06_7,62.0,2002.0
557,ESS1e06_7,91.0,2002.0
558,ESS1e06_7,90.0,2002.0
559,ESS1e06_7,78.0,2002.0
560,ESS1e06_7,150.0,2002.0
561,ESS1e06_7,62.0,2002.0
562,ESS1e06_7,100.0,2002.0
563,ESS1e06_7,63.0,2002.0
564,ESS1e06_7,69.0,2002.0
565,ESS1e06_7,69.0,2002.0
566,ESS1e06_7,85.0,2002.0
567,ESS1e06_7,56.0,2002.0
568,ESS1e06_7,61.0,2002.0
569,ESS1e06_7,42.0,2002.0
570,ESS1e06_7,70.0,2002.0
571,ESS1e06_7,68.0,2002.0
572,ESS1e06_7,35.0,2002.0
573,ESS1e06_7,65.0,2002.0
574,ESS1e06_7,49.0,2002.0
575,ESS1e06_7,51.0,2002.0
576,ESS1e06_7,55.0,2002.0
577,ESS1e06_7,74.0,2002.0
578,ESS1e06_7,83.0,2002.0
579,ESS1e06_7,54.0,2002.0
580,ESS1e06_7,76.0,2002.0
581,ESS1e06_7,71.0,2002.0
582,ESS1e06_7,121.0,2002.0
583,ESS1e06_7,97.0,2002.0
584,ESS1e06_7,93.0,2002.0
585,ESS1e06_7,57.0,2002.0
586,ESS1e06_7,55.0,2002.0
587,ESS1e06_7,52.0,2002.0
588,ESS1e06_7,59.0,2002.0
589,ESS1e06_7,72.0,2002.0
590,ESS1e06_7,86.0,2002.0
591,ESS1e06_7,66.0,2002.0
592,ESS1e06_7,53.0,2002.0
593,ESS1e06_7,53.0,2002.0
594,ESS1e06_7,53.0,2002.0
595,ESS1e06_7,101.0,2002.0
596,ESS1e06_7,102.0,2002.0
597,ESS1e06_7,73.0,2002.0
598,ESS1e06_7,61.0,2002.0
599,ESS1e06_7,88.0,2002.0
600,ESS1e06_7,50.0,2002.0
601,ESS1e06_7,71.0,2002.0
602,ESS1e06_7,83.0,2002.0
603,ESS1e06_7,60.0,2002.0
604,ESS1e06_7,72.0,2002.0
605,ESS1e06_7,66.0,2002.0
606,ESS1e06_7,63.0,2002.0
607,ESS1e06_7,61.0,2002.0
608,ESS1e06_7,50.0,2002.0
609,ESS1e06_7,84.0,2002.0
610,ESS1e06_7,100.0,2002.0
611,ESS1e06_7,72.0,2002.0
612,ESS1e06_7,74.0,2002.0
613,ESS1e06_7,55.0,2002.0
614,ESS1e06_7,66.0,2002.0
615,ESS1e06_7,77.0,2002.0
616,ESS1e06_7,68.0,2002.0
617,ESS1e06_7,77.0,2002.0
618,ESS1e06_7,58.0,2002.0
619,ESS1e06_7,64.0,2002.0
620,ESS1e06_7,93.0,2002.0
621,ESS1e06_7,82.0,2002.0
622,ESS1e06_7,60.0,2002.0
623,ESS1e06_7,71.0,2002.0
624,ESS1e06_7,72.0,2002.0
625,ESS1e06_7,64.0,2002.0
626,ESS1e06_7,46.0,2002.0
627,ESS1e06_7,59.0,2002.0
628,ESS1e06_7,58.0,2002.0
629,ESS1e06_7,70.0,2002.0
630,ESS1e06_7,63.0,2002.0
631,ESS1e06_7,66.0,2002.0
632,ESS1e06_7,65.0,2002.0
633,ESS1e06_7,74.0,2002.0
634,ESS1e06_7,48.0,2002.0
635,ESS1e06_7,74.0,2002.0
636,ESS1e06_7,50.0,2002.0
637,ESS1e06_7,67.0,2002.0
638,ESS1e06_7,76.0,2002.0
639,ESS1e06_7,63.0,2002.0
640,ESS1e06_7,64.0,2003.0
641,ESS1e06_7,51.0,2002.0
642,ESS1e06_7,113.0,2002.0
643,ESS1e06_7,69.0,2002.0
644,ESS1e06_7,63.0,2002.0
645,ESS1e06_7,53.0,2002.0
646,ESS1e06_7,62.0,2002.0
647,ESS1e06_7,72.0,2002.0
648,ESS1e06_7,47.0,2002.0
649,ESS1e06_7,78.0,2002.0
650,ESS1e06_7,76.0,2002.0
651,ESS1e06_7,61.0,2002.0
652,ESS1e06_7,80.0,2002.0
653,ESS1e06_7,69.0,2002.0
654,ESS1e06_7,60.0,2002.0
655,ESS1e06_7,70.0,2002.0
656,ESS1e06_7,76.0,2002.0
657,ESS1e06_7,80.0,2002.0
658,ESS1e06_7,80.0,2002.0
659,ESS1e06_7,56.0,2002.0
660,ESS1e06_7,57.0,2002.0
661,ESS1e06_7,91.0,2002.0
662,ESS1e06_7,75.0,2002.0
663,ESS1e06_7,75.0,2002.0
664,ESS1e06_7,111.0,2002.0
665,ESS1e06_7,100.0,2002.0
666,ESS1e06_7,63.0,2002.0
667,ESS1e06_7,67.0,2002.0
668,ESS1e06_7,72.0,2002.0
669,ESS1e06_7,47.0,2002.0
670,ESS1e06_7,56.0,2002.0
671,ESS1e06_7,43.0,2002.0
672,ESS1e06_7,77.0,2002.0
673,ESS1e06_7,60.0,2002.0
674,ESS1e06_7,49.0,2002.0
675,ESS1e06_7,53.0,2002.0
676,ESS1e06_7,71.0,2002.0
677,ESS1e06_7,55.0,2002.0
678,ESS1e06_7,38.0,2002.0
679,ESS1e06_7,43.0,2003.0
680,ESS1e06_7,45.0,2002.0
681,ESS1e06_7,70.0,2002.0
682,ESS1e06_7,62.0,2002.0
683,ESS1e06_7,54.0,2002.0
684,ESS1e06_7,42.0,2003.0
685,ESS1e06_7,56.0,2003.0
686,ESS1e06_7,52.0,2003.0
687,ESS1e06_7,103.0,2002.0
688,ESS1e06_7,33.0,2002.0
689,ESS1e06_7,84.0,2002.0
690,ESS1e06_7,70.0,2003.0
691,ESS1e06_7,12.0,2002.0
692,ESS1e06_7,47.0,2003.0
693,ESS1e06_7,26.0,2002.0
694,ESS1e06_7,79.0,2002.0
695,ESS1e06_7,43.0,2002.0
696,ESS1e06_7,32.0,2002.0
697,ESS1e06_7,51.0,2002.0
